"indiv","sample_type","Run","SampleID","Population","Collection_Location","day","month","year","Genotyped_Loci","GTperc","SRY_gt","ZFX_gt","ZFY_gt","SRY","ZFX","ZFY","Sex_gt","Sex_reads","Known_Sex","Estimated_AgeClass"
"16MA0111","feces","Nov2024","Pv16-113","SPS","Still Harbor","25","Jan","16",7,6.03,NA,NA,NA,0,0,2,NA,"Maybe_Male",NA,NA
"16MA0112","feces","Nov2024","Pv16-114","SPS","Still Harbor","25","Jan","16",10,8.62,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0113","feces","Nov2024","Pv16-115","SPS","Still Harbor","25","Jan","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0114","feces","Nov2024","Pv16-116","SPS","Still Harbor","25","Jan","16",112,96.55,NA,"G",NA,0,464,0,"Female","Female",NA,NA
"16MA0115","feces","Nov2024","Pv16-117","SPS","Still Harbor","25","Jan","16",110,94.83,NA,"G",NA,0,96,0,"Female","Female",NA,NA
"16MA0116","feces","Nov2024","Pv16-118","SPS","Still Harbor","25","Jan","16",110,94.83,NA,"G",NA,0,51,0,"Female","Female",NA,NA
"16MA0117","feces","Nov2024","Pv16-119","SPS","Still Harbor","25","Jan","16",44,37.93,NA,"G","A",2,3,3,"Male","Maybe_Male",NA,NA
"16MA0118","feces","Nov2024","Pv16-120","SPS","Still Harbor","25","Jan","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0119","feces","Nov2024","Pv16-121","SPS","Still Harbor","25","Jan","16",94,81.03,NA,"G",NA,0,14,0,"Female","Female",NA,NA
"16MA0120","feces","Nov2024","Pv16-122","SPS","Still Harbor","25","Jan","16",109,93.97,NA,"G",NA,0,52,0,"Female","Female",NA,NA
"16MA0121","feces","Nov2024","Pv16-123","SPS","Still Harbor","17","Feb","16",85,73.28,"T","G",NA,9,3,1,"Male","Male",NA,NA
"16MA0122","feces","Nov2024","Pv16-124","SPS","Still Harbor","17","Feb","16",44,37.93,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0123","feces","Nov2024","Pv16-125","SPS","Woodard Bay","17","Feb","16",88,75.86,NA,"G",NA,0,4,0,"Female","Female",NA,NA
"16MA0124","feces","Nov2024","Pv16-126","SPS","Woodard Bay","17","Feb","16",12,10.34,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0125","feces","Nov2024","Pv16-127","SPS","Woodard Bay","17","Feb","16",109,93.97,NA,"G",NA,0,35,0,"Female","Female",NA,NA
"16MA0126","feces","Nov2024","Pv16-128","SPS","Woodard Bay","17","Feb","16",53,45.69,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0127","feces","Nov2024","Pv16-129","SPS","Woodard Bay","17","Feb","16",32,27.59,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0128","feces","Nov2024","Pv16-130","SPS","Woodard Bay","17","Feb","16",100,86.21,NA,"G",NA,0,21,0,"Female","Female",NA,NA
"16MA0129","feces","Nov2024","Pv16-131","SPS","Woodard Bay","17","Feb","16",46,39.66,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0130","feces","Nov2024","Pv16-132","SPS","Woodard Bay","17","Feb","16",17,14.66,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0131","feces","Nov2024","Pv16-133","SPS","Woodard Bay","17","Feb","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0132","feces","Nov2024","Pv16-134","SPS","Woodard Bay","17","Feb","16",102,87.93,NA,"G",NA,0,21,0,"Female","Female",NA,NA
"16MA0133","feces","Nov2024","Pv16-135","SPS","Woodard Bay","17","Feb","16",60,51.72,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0134","feces","Nov2024","Pv16-136","SPS","Woodard Bay","17","Feb","16",91,78.45,"T","G",NA,9,6,2,"Male","Male",NA,NA
"16MA0135","feces","Nov2024","Pv16-137","SPS","Woodard Bay","17","Feb","16",109,93.97,NA,"G",NA,0,90,0,"Female","Female",NA,NA
"16MA0136","feces","Nov2024","Pv16-138","SPS","Woodard Bay","17","Feb","16",88,75.86,NA,"G",NA,0,7,0,"Female","Female",NA,NA
"16MA0137","feces","Nov2024","Pv16-139","SPS","Woodard Bay","17","Feb","16",115,99.14,NA,"G",NA,0,870,0,"Female","Female",NA,NA
"16MA0138","feces","Nov2024","Pv16-140","SPS","Eagle Island","17","Feb","16",0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0139","feces","Nov2024","Pv16-141","SPS","Eagle Island","17","Feb","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0140","feces","Nov2024","Pv16-142","SPS","Eagle Island","17","Feb","16",14,12.07,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0141","feces","Nov2024","Pv16-143","SPS","Eagle Island","17","Feb","16",33,28.45,"T",NA,NA,3,0,0,"Male","Male",NA,NA
"16MA0142","feces","Nov2024","Pv16-144","SPS","Eagle Island","17","Feb","16",101,87.07,"T","G","A",66,6,8,"Male","Male",NA,NA
"16MA0143","feces","Nov2024","Pv16-145","SPS","Eagle Island","17","Feb","16",97,83.62,NA,"G",NA,0,12,0,"Female","Female",NA,NA
"16MA0144","feces","Nov2024","Pv16-146","SPS","McAllister Creek","17","Mar","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0145","feces","Nov2024","Pv16-147","SPS","McAllister Creek","17","Mar","16",66,56.9,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0146","feces","Nov2024","Pv16-148","SPS","McAllister Creek","17","Mar","16",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0147","feces","Nov2024","Pv16-149","SPS","McAllister Creek","17","Mar","16",51,43.97,NA,"G",NA,0,6,0,"Female","Female",NA,NA
"16MA0148","feces","Nov2024","Pv16-150","SPS","Seal Beach","25","Jan","16",76,65.52,NA,NA,NA,2,0,1,NA,"Maybe_Male",NA,NA
"16MA0149","feces","Nov2024","Pv16-151","SPS","Seal Beach","25","Jan","16",13,11.21,"T",NA,NA,3,1,0,"Male","Male",NA,NA
"16MA0150","feces","Nov2024","Pv16-152","SPS","Seal Beach","25","Jan","16",79,68.1,"T",NA,NA,9,2,1,"Male","Male",NA,NA
"16MA0151","feces","Nov2024","Pv16-153","SPS","Red Salmon Slough","26","Jan","16",18,15.52,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0152","feces","Nov2024","Pv16-154","SPS","Red Salmon Slough","26","Jan","16",9,7.76,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0153","feces","Nov2024","Pv16-155","SPS","Red Salmon Slough","26","Jan","16",60,51.72,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0154","feces","Nov2024","Pv16-156","SPS","Red Salmon Slough","26","Jan","16",5,4.31,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0155","feces","Nov2024","Pv16-157","SPS","Red Salmon Slough","25","Jan","16",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0156","feces","Nov2024","Pv16-158","SPS","Red Salmon Slough","25","Jan","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0157","feces","Nov2024","Pv16-159","SPS","Red Salmon Slough","25","Jan","16",2,1.72,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0158","feces","Nov2024","Pv16-160","SPS","Red Salmon Slough","25","Jan","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0159","feces","Nov2024","Pv16-161","SPS","Red Salmon Slough","25","Jan","16",17,14.66,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0160","feces","Nov2024","Pv16-162","SPS","Red Salmon Slough","17","Mar","16",90,77.59,NA,"G",NA,0,5,0,"Female","Female",NA,NA
"16MA0161","feces","Nov2024","Pv16-163","SPS","Red Salmon Slough","17","Mar","16",7,6.03,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0162","feces","Nov2024","Pv16-164","SPS","Red Salmon Slough","17","Mar","16",51,43.97,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0163","feces","Nov2024","Pv16-165","SPS","Red Salmon Slough","17","Mar","16",107,92.24,NA,"G",NA,0,33,0,"Female","Female",NA,NA
"16MA0164","feces","Nov2024","Pv16-166","SPS","Red Salmon Slough","17","Mar","16",80,68.97,NA,"G",NA,0,12,0,"Female","Female",NA,NA
"16MA0165","feces","Nov2024","Pv16-167","SPS","Seal Beach","17","Feb","16",99,85.34,"T","G",NA,33,7,2,"Male","Male",NA,NA
"16MA0166","feces","Nov2024","Pv16-168","SPS","Seal Beach","17","Feb","16",56,48.28,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0167","feces","Nov2024","Pv16-169","SPS","Seal Beach","17","Mar","16",21,18.1,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0168","feces","Nov2024","Pv16-170","SPS","Seal Beach","17","Mar","16",91,78.45,NA,"G",NA,0,12,0,"Female","Female",NA,NA
"16MA0169","feces","Nov2024","Pv16-171","SPS","Still Harbor","29","Jan","16",66,56.9,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0170","feces","Nov2024","Pv16-172","SPS","Still Harbor","29","Jan","16",102,87.93,"T","G",NA,14,4,2,"Male","Male",NA,NA
"16MA0171","feces","Nov2024","Pv16-173","SPS","Still Harbor","29","Jan","16",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0172","feces","Nov2024","Pv16-174","SPS","Still Harbor","29","Jan","16",108,93.1,NA,"G",NA,0,20,0,"Female","Female",NA,NA
"16MA0173","feces","Nov2024","Pv16-175","SPS","Still Harbor","29","Jan","16",95,81.9,NA,"G",NA,0,23,0,"Female","Female",NA,NA
"16MA0174","feces","Nov2024","Pv16-176","SPS","Woodard Bay","29","Jan","16",13,11.21,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0175","feces","Nov2024","Pv16-177","SPS","Woodard Bay","29","Jan","16",47,40.52,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0176","feces","Nov2024","Pv16-178","SPS","Woodard Bay","29","Jan","16",76,65.52,NA,NA,NA,1,2,0,NA,NA,NA,NA
"16MA0441","feces","Nov2024","Pv16-443","SPS","Still Harbor","2","May","16",4,3.45,NA,NA,NA,0,0,1,NA,NA,NA,NA
"16MA0442","feces","Nov2024","Pv16-444","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0443","feces","Nov2024","Pv16-445","SPS","Still Harbor","2","May","16",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0444","feces","Nov2024","Pv16-446","SPS","Still Harbor","2","May","16",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0445","feces","Nov2024","Pv16-447","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0446","feces","Nov2024","Pv16-448","SPS","Still Harbor","2","May","16",39,33.62,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0447","feces","Nov2024","Pv16-449","SPS","Still Harbor","2","May","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0448","feces","Nov2024","Pv16-450","SPS","Still Harbor","2","May","16",71,61.21,"T",NA,NA,3,2,0,"Male","Male",NA,NA
"16MA0449","feces","Nov2024","Pv16-451","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0450","feces","Nov2024","Pv16-452","SPS","Still Harbor","2","May","16",58,50,"T","G",NA,6,4,0,"Male","Male",NA,NA
"16MA0451","feces","Nov2024","Pv16-453","SPS","Still Harbor","2","May","16",86,74.14,"T","G","A",9,4,3,"Male","Male",NA,NA
"16MA0452","feces","Nov2024","Pv16-454","SPS","Still Harbor","2","May","16",50,43.1,NA,NA,"A",2,0,3,"Male","Maybe_Male",NA,NA
"16MA0453","feces","Nov2024","Pv16-455","SPS","Still Harbor","2","May","16",52,44.83,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"16MA0454","feces","Nov2024","Pv16-456","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0455","feces","Nov2024","Pv16-457","SPS","Still Harbor","2","May","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0456","feces","Nov2024","Pv16-458","SPS","Still Harbor","2","May","16",16,13.79,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0457","feces","Nov2024","Pv16-459","SPS","Still Harbor","2","May","16",31,26.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0458","feces","Nov2024","Pv16-460","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0459","feces","Nov2024","Pv16-461","SPS","Still Harbor","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0460","feces","Nov2024","Pv16-462","SPS","Still Harbor","2","May","16",35,30.17,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"16MA0461","feces","Nov2024","Pv16-463","SPS","Still Harbor","2","May","16",60,51.72,"T",NA,NA,6,0,2,"Male","Male",NA,NA
"16MA0462","feces","Nov2024","Pv16-464","SPS","Still Harbor","2","May","16",63,54.31,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0463","feces","Nov2024","Pv16-465","SPS","Woodard Bay","16","May","16",5,4.31,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0464","feces","Nov2024","Pv16-466","SPS","Woodard Bay","2","May","16",11,9.48,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0465","feces","Nov2024","Pv16-467","SPS","Woodard Bay","2","May","16",8,6.9,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0466","feces","Nov2024","Pv16-468","SPS","Woodard Bay","2","May","16",29,25,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0467","feces","Nov2024","Pv16-469","SPS","Woodard Bay","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0468","feces","Nov2024","Pv16-470","SPS","Woodard Bay","2","May","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0469","feces","Nov2024","Pv16-471","SPS","Woodard Bay","2","May","16",23,19.83,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0470","feces","Nov2024","Pv16-472","SPS","Woodard Bay","2","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0471","feces","Nov2024","Pv16-473","SPS","Woodard Bay","2","May","16",34,29.31,NA,"G",NA,0,5,0,"Female","Female",NA,NA
"16MA0472","feces","Nov2024","Pv16-474","SPS","Woodard Bay","2","May","16",60,51.72,"T","G",NA,3,4,2,"Male","Male",NA,NA
"16MA0473","feces","Nov2024","Pv16-475","SPS","Woodard Bay","2","May","16",32,27.59,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"16MA0474","feces","Nov2024","Pv16-476","SPS","Woodard Bay","2","May","16",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0475","feces","Nov2024","Pv16-477","SPS","Woodard Bay","2","May","16",105,90.52,NA,"G",NA,0,23,0,"Female","Female",NA,NA
"16MA0476","feces","Nov2024","Pv16-478","SPS","Woodard Bay","2","May","16",43,37.07,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0477","feces","Nov2024","Pv16-479","SPS","Woodard Bay","2","May","16",76,65.52,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0478","feces","Nov2024","Pv16-480","SPS","Woodard Bay","2","May","16",101,87.07,NA,"G",NA,0,18,0,"Female","Female",NA,NA
"16MA0479","feces","Nov2024","Pv16-481","SPS","Woodard Bay","2","May","16",4,3.45,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0480","feces","Nov2024","Pv16-482","SPS","Woodard Bay","2","May","16",42,36.21,NA,"G",NA,0,4,0,"Female","Female",NA,NA
"16MA0481","feces","Nov2024","Pv16-483","SPS","Still Harbor","2","May","16",100,86.21,NA,"G",NA,0,14,0,"Female","Female",NA,NA
"16MA0482","feces","Nov2024","Pv16-484","SPS","Woodard Bay","11","Jan","16",50,43.1,"T",NA,NA,9,0,1,"Male","Male",NA,NA
"16MA0483","feces","Nov2024","Pv16-485","SPS","Woodard Bay","11","Jan","16",90,77.59,NA,"G",NA,0,11,0,"Female","Female",NA,NA
"16MA0484","feces","Nov2024","Pv16-486","SPS","Woodard Bay","11","Jan","16",94,81.03,NA,"G",NA,0,10,0,"Female","Female",NA,NA
"16MA0485","feces","Nov2024","Pv16-487","SPS","Woodard Bay","11","Jan","16",29,25,"T",NA,NA,4,0,0,"Male","Male",NA,NA
"16MA0486","feces","Nov2024","Pv16-488","SPS","Woodard Bay","11","Jan","16",73,62.93,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0487","feces","Nov2024","Pv16-489","SPS","Woodard Bay","11","Jan","16",77,66.38,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0488","feces","Nov2024","Pv16-490","SPS","Woodard Bay","11","Jan","16",107,92.24,"T","G","A",78,23,23,"Male","Male",NA,NA
"16MA0489","feces","Nov2024","Pv16-491","SPS","Woodard Bay","11","Jan","16",39,33.62,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0490","feces","Nov2024","Pv16-492","SPS","Woodard Bay","11","Jan","16",70,60.34,NA,"G",NA,0,11,0,"Female","Female",NA,NA
"16MA0491","feces","Nov2024","Pv16-493","SPS","Woodard Bay","11","Jan","16",105,90.52,NA,"G",NA,1,40,0,"Female","Female",NA,NA
"16MA0492","feces","Nov2024","Pv16-494","SPS","Woodard Bay","11","Jan","16",108,93.1,NA,"G",NA,1,133,0,"Female","Female",NA,NA
"16MA0493","feces","Nov2024","Pv16-495","SPS","Woodard Bay","11","Jan","16",86,74.14,NA,"G",NA,0,7,0,"Female","Female",NA,NA
"16MA0494","feces","Nov2024","Pv16-496","SPS","Woodard Bay","11","Jan","16",88,75.86,NA,"G",NA,0,10,0,"Female","Female",NA,NA
"16MA0495","feces","Nov2024","Pv16-497","SPS","Woodard Bay","11","Jan","16",67,57.76,NA,"G",NA,1,3,1,"Female","Female",NA,NA
"16MA0496","feces","Nov2024","Pv16-498","SPS","Woodard Bay","11","Jan","16",61,52.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0497","feces","Nov2024","Pv16-499","SPS","Woodard Bay","11","Jan","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0498","feces","Nov2024","Pv16-500","SPS","Woodard Bay","11","Jan","16",47,40.52,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0499","feces","Nov2024","Pv16-501","SPS","Woodard Bay","11","Jan","16",41,35.34,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0500","feces","Nov2024","Pv16-502","SPS","Woodard Bay","11","Jan","16",99,85.34,NA,"G",NA,0,14,0,"Female","Female",NA,NA
"16MA0501","feces","Nov2024","Pv16-503","SPS","Woodard Bay","11","Jan","16",45,38.79,NA,"G",NA,0,4,0,"Female","Female",NA,NA
"16MA0502","feces","Nov2024","Pv16-504","SPS","Woodard Bay","11","Jan","16",4,3.45,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0503","feces","Nov2024","Pv16-505","SPS","Woodard Bay","11","Jan","16",4,3.45,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0504","feces","Nov2024","Pv16-506","SPS","Woodard Bay","11","Jan","16",91,78.45,NA,"G",NA,0,6,0,"Female","Female",NA,NA
"16MA0505","feces","Nov2024","Pv16-507","SPS","Woodard Bay","11","Jan","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0506","feces","Nov2024","Pv16-508","SPS","Woodard Bay","11","Jan","16",24,20.69,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0507","feces","Nov2024","Pv16-509","SPS","Woodard Bay","19","Jul","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0508","feces","Nov2024","Pv16-510","SPS","Woodard Bay","19","Jul","16",97,83.62,NA,"G",NA,0,13,0,"Female","Female",NA,NA
"16MA0509","feces","Nov2024","Pv16-511","SPS","Woodard Bay","19","Jul","16",3,2.59,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0510","feces","Nov2024","Pv16-512","SPS","Eagle Island","19","Jul","16",25,21.55,NA,NA,NA,1,0,1,NA,NA,NA,NA
"16MA0511","feces","Nov2024","Pv16-513","SPS","Eagle Island","19","Jul","16",61,52.59,"T",NA,NA,5,1,0,"Male","Male",NA,NA
"16MA0512","feces","Nov2024","Pv16-514","SPS","Eagle Island","16","May","16",19,16.38,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0513","feces","Nov2024","Pv16-515","SPS","Woodard Bay","6","May","16",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0514","feces","Nov2024","Pv16-516","SPS","Woodard Bay","6","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0515","feces","Nov2024","Pv16-517","SPS","Woodard Bay","6","May","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0516","feces","Nov2024","Pv16-518","SPS","Still Harbor","18","Jul","16",17,14.66,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0517","feces","Nov2024","Pv16-519","SPS","Still Harbor","18","Jul","16",9,7.76,NA,NA,NA,0,1,1,NA,NA,NA,NA
"16MA0518","feces","Nov2024","Pv16-520","SPS","Still Harbor","18","Jul","16",9,7.76,NA,NA,NA,1,2,0,NA,NA,NA,NA
"16MA0519","feces","Nov2024","Pv16-521","SPS","Still Harbor","18","Jul","16",81,69.83,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0520","feces","Nov2024","Pv16-522","SPS","Still Harbor","18","Jul","16",63,54.31,"T",NA,NA,3,0,0,"Male","Male",NA,NA
"16MA0521","feces","Nov2024","Pv16-523","SPS","Still Harbor","18","Jul","16",60,51.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0522","feces","Nov2024","Pv16-524","SPS","Still Harbor","18","Jul","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0523","feces","Nov2024","Pv16-525","SPS","Still Harbor","18","Jul","16",56,48.28,NA,NA,NA,2,2,1,NA,"Maybe_Male",NA,NA
"16MA0524","feces","Nov2024","Pv16-526","SPS","Still Harbor","18","Jul","16",102,87.93,"T","G",NA,8,43,0,"Male","Male",NA,NA
"16MA0525","feces","Nov2024","Pv16-527","SPS","Still Harbor","18","Jul","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0526","feces","Nov2024","Pv16-528","SPS","Still Harbor","18","Jul","16",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0527","feces","Nov2024","Pv16-529","SPS","Still Harbor","18","Jul","16",49,42.24,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0528","feces","Nov2024","Pv16-530","SPS","Still Harbor","18","Jul","16",110,94.83,"T","G","A",102,29,24,"Male","Male",NA,NA
"16MA0529","feces","Nov2024","Pv16-531","SPS","Still Harbor","18","Jul","16",32,27.59,NA,NA,NA,2,0,1,NA,"Maybe_Male",NA,NA
"16MA0530","feces","Nov2024","Pv16-532","SPS","Still Harbor","18","Jul","16",35,30.17,"T",NA,NA,4,0,1,"Male","Male",NA,NA
"16MA0531","feces","Nov2024","Pv16-533","SPS","Still Harbor","18","Jul","16",92,79.31,"T",NA,"A",16,2,4,"Male","Male",NA,NA
"16MA0532","feces","Nov2024","Pv16-534","SPS","Still Harbor","18","Jul","16",17,14.66,NA,NA,NA,0,1,1,NA,NA,NA,NA
"16MA0533","feces","Nov2024","Pv16-535","SPS","Still Harbor","18","Jul","16",22,18.97,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"16MA0534","feces","Nov2024","Pv16-536","SPS","Still Harbor","18","Jul","16",93,80.17,"T","G",NA,33,3,2,"Male","Male",NA,NA
"16MA0535","feces","Nov2024","Pv16-537","SPS","Still Harbor","18","Jul","16",98,84.48,"T","G","A",24,5,7,"Male","Male",NA,NA
"16MA0536","feces","Nov2024","Pv16-538","SPS","Still Harbor","18","Jul","16",65,56.03,"T",NA,"A",6,2,3,"Male","Male",NA,NA
"16MA0537","feces","Nov2024","Pv16-539","SPS","Still Harbor","19","Jul","16",3,2.59,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0538","feces","Nov2024","Pv16-540","SPS","Still Harbor","19","Jul","16",29,25,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0539","feces","Nov2024","Pv16-541","SPS","Still Harbor","19","Jul","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0540","feces","Nov2024","Pv16-542","SPS","Still Harbor","19","Jul","16",13,11.21,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0541","feces","Nov2024","Pv16-543","SPS","Still Harbor","19","Jul","16",37,31.9,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0542","feces","Nov2024","Pv16-544","SPS","Still Harbor","19","Jul","16",22,18.97,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0543","feces","Nov2024","Pv16-545","SPS","Still Harbor","19","Jul","16",111,95.69,"T","G","A",143,29,21,"Male","Male",NA,NA
"16MA0544","feces","Nov2024","Pv16-546","SPS","Still Harbor","19","Jul","16",53,45.69,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0545","feces","Nov2024","Pv16-547","SPS","Still Harbor","19","Jul","16",14,12.07,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0546","feces","Nov2024","Pv16-548","SPS","Still Harbor","19","Jul","16",28,24.14,NA,NA,NA,0,2,0,NA,NA,NA,NA
"16MA0547","feces","Nov2024","Pv16-549","SPS","Still Harbor","19","Jul","16",106,91.38,NA,"G",NA,0,14,0,"Female","Female",NA,NA
"16MA0548","feces","Nov2024","Pv16-550","SPS","Still Harbor","19","Jul","16",2,1.72,NA,NA,NA,0,1,0,NA,NA,NA,NA
"16MA0549","feces","Nov2024","Pv16-551","SPS","Still Harbor","19","Jul","16",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0550","feces","Nov2024","Pv16-552","SPS","Still Harbor","19","Jul","16",26,22.41,"T",NA,NA,3,0,2,"Male","Male",NA,NA
"16MA0551","feces","Nov2024","Pv16-553","SPS","Still Harbor","19","Jul","16",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0552","feces","Nov2024","Pv16-554","SPS","Still Harbor","19","Jul","16",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0553","feces","Nov2024","Pv16-555","SPS","Still Harbor","19","Jul","16",8,6.9,NA,NA,NA,0,0,0,NA,NA,NA,NA
"16MA0554","feces","Nov2024","Pv16-556","SPS","Still Harbor","19","Jul","16",95,81.9,NA,"G",NA,0,5,0,"Female","Female",NA,NA
"16MA0555","feces","Nov2024","Pv16-557","SPS","Woodard Bay","28","Mar","16",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA
"16MA0556","feces","Nov2024","Pv16-558","SPS","Woodard Bay","28","Mar","16",26,22.41,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"16MA0557","feces","Nov2024","Pv16-559","SPS","Woodard Bay","28","Mar","16",93,80.17,"T","G",NA,13,4,1,"Male","Male",NA,NA
