"indiv","sample_type","Run","SampleID","Population","Collection_Location","day","month","year","Genotyped_Loci","GTperc","SRY_gt","ZFX_gt","ZFY_gt","SRY","ZFX","ZFY","Sex_gt","Sex_reads","Known_Sex","Estimated_AgeClass"
"Pv18-0653","feces","Sep2024","Pv18-0653","SPS","Commencement Bay","6","Apr","2018",1,0.86,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"Pv18-0654","feces","Sep2024","Pv18-0654","SPS","Commencement Bay","6","Apr","2018",72,62.07,"T",NA,NA,13,0,2,"Male","Male","Unk",""
"Pv18-0655","feces","Sep2024","Pv18-0655","SPS","Commencement Bay","6","Apr","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0656","feces","Sep2024","Pv18-0656","SPS","Commencement Bay","6","Apr","2018",45,38.79,"T",NA,NA,9,0,1,"Male","Male","Unk",""
"Pv18-0657","feces","Sep2024","Pv18-0657","SPS","Commencement Bay","6","Apr","2018",72,62.07,NA,"G",NA,2,6,0,"Female","Maybe_Male","Unk",""
"Pv18-0658","feces","Sep2024","Pv18-0658","SPS","Commencement Bay","6","Apr","2018",25,21.55,NA,NA,"A",1,0,3,"Male","Male","Unk",""
"Pv18-0659","feces","Sep2024","Pv18-0659","SPS","Commencement Bay","6","Apr","2018",79,68.1,"T","G","A",47,7,5,"Male","Male","Unk",""
"Pv18-0660","feces","Sep2024","Pv18-0660","SPS","Commencement Bay","6","Apr","2018",8,6.9,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0661","feces","Sep2024","Pv18-0661","SPS","Commencement Bay","6","Apr","2018",36,31.03,"T",NA,NA,13,1,1,"Male","Male","Unk",""
"Pv18-0662","feces","Sep2024","Pv18-0662","SPS","Commencement Bay","6","Apr","2018",53,45.69,"T",NA,NA,8,0,0,"Male","Male","Unk",""
"Pv18-0663","feces","Sep2024","Pv18-0663","SPS","Commencement Bay","6","Apr","2018",44,37.93,"T","G",NA,10,4,0,"Male","Male","Unk",""
"Pv18-0664","feces","Sep2024","Pv18-0664","SPS","Commencement Bay","6","Apr","2018",13,11.21,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0665","feces","Sep2024","Pv18-0665","SPS","Commencement Bay","6","Apr","2018",3,2.59,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0666","feces","Sep2024","Pv18-0666","SPS","Commencement Bay","6","Apr","2018",28,24.14,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0667","feces","Sep2024","Pv18-0667","SPS","Commencement Bay","6","Apr","2018",11,9.48,"T",NA,NA,3,1,0,"Male","Male","Unk",""
"Pv18-0669","feces","Sep2024","Pv18-0669","SPS","Commencement Bay","6","Apr","2018",8,6.9,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"Pv18-0670","feces","Sep2024","Pv18-0670","SPS","Commencement Bay","6","Apr","2018",27,23.28,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0671","feces","Sep2024","Pv18-0671","SPS","Commencement Bay","6","Apr","2018",24,20.69,"T",NA,NA,7,0,0,"Male","Male","Unk",""
"Pv18-0672","feces","Sep2024","Pv18-0672","SPS","Commencement Bay","6","Apr","2018",9,7.76,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0673","feces","Sep2024","Pv18-0673","SPS","Commencement Bay","6","Apr","2018",10,8.62,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"Pv18-0674","feces","Sep2024","Pv18-0674","SPS","Commencement Bay","6","Apr","2018",8,6.9,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"Pv18-0675","feces","Sep2024","Pv18-0675","SPS","Commencement Bay","6","Apr","2018",11,9.48,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0676","feces","Sep2024","Pv18-0676","SPS","Commencement Bay","6","Apr","2018",57,49.14,"T",NA,NA,14,0,2,"Male","Male","Unk",""
"Pv18-0677","feces","Sep2024","Pv18-0677","SPS","Commencement Bay","6","Apr","2018",42,36.21,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"Pv18-0678","feces","Sep2024","Pv18-0678","SPS","Commencement Bay","6","Apr","2018",99,85.34,"T","G","A",59,5,6,"Male","Male","Unk",""
"Pv18-0679","feces","Sep2024","Pv18-0679","SPS","Commencement Bay","6","Apr","2018",19,16.38,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0680","feces","Sep2024","Pv18-0680","SPS","Commencement Bay","6","Apr","2018",112,96.55,"T","G","A",683,70,51,"Male","Male","Unk",""
"Pv18-0681","feces","Sep2024","Pv18-0681","SPS","Commencement Bay","6","Apr","2018",30,25.86,"T","G",NA,4,4,0,"Male","Male","Unk",""
"Pv18-0682","feces","Sep2024","Pv18-0682","SPS","Commencement Bay","6","Apr","2018",42,36.21,"T",NA,NA,11,0,2,"Male","Male","Unk",""
"Pv18-0683","feces","Sep2024","Pv18-0683","SPS","Commencement Bay","6","Apr","2018",34,29.31,"T",NA,NA,9,0,0,"Male","Male","Unk",""
"Pv18-0684","feces","Sep2024","Pv18-0684","SPS","Commencement Bay","6","Apr","2018",103,88.79,"T","G",NA,5,21,0,"Male","Male","Unk",""
"Pv18-0685","feces","Sep2024","Pv18-0685","SPS","Commencement Bay","6","Apr","2018",75,64.66,"T","G",NA,33,5,1,"Male","Male","Unk",""
"Pv18-0686","feces","Sep2024","Pv18-0686","SPS","Commencement Bay","6","Apr","2018",90,77.59,"T",NA,"A",21,0,3,"Male","Male","Unk",""
"Pv18-0687","feces","Sep2024","Pv18-0687","SPS","Commencement Bay","6","Apr","2018",8,6.9,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0688","feces","Sep2024","Pv18-0688","SPS","Commencement Bay","6","Apr","2018",92,79.31,"T",NA,NA,47,2,1,"Male","Male","Unk",""
"Pv18-0689","feces","Sep2024","Pv18-0689","SPS","Commencement Bay","6","Apr","2018",3,2.59,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0754","feces","Sep2024","Pv18-0754","SPS","Commencement Bay","15","Mar","2018",93,80.17,"T","G","A",69,9,8,"Male","Male","Unk",""
"Pv18-0755","feces","Sep2024","Pv18-0755","SPS","Commencement Bay","15","Mar","2018",88,75.86,"T","G","A",33,3,3,"Male","Male","Unk",""
"Pv18-0756","feces","Sep2024","Pv18-0756","SPS","Commencement Bay","15","Mar","2018",12,10.34,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"Pv18-0757","feces","Sep2024","Pv18-0757","SPS","Commencement Bay","15","Mar","2018",55,47.41,"T",NA,NA,23,0,2,"Male","Male","Unk",""
"Pv18-0758","feces","Sep2024","Pv18-0758","SPS","Commencement Bay","15","Mar","2018",59,50.86,"T",NA,NA,9,0,2,"Male","Male","Unk",""
"Pv18-0759","feces","Sep2024","Pv18-0759","SPS","Commencement Bay","15","Mar","2018",4,3.45,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0760","feces","Sep2024","Pv18-0760","SPS","Commencement Bay","15","Mar","2018",15,12.93,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0761","feces","Sep2024","Pv18-0761","SPS","Commencement Bay","15","Mar","2018",19,16.38,"T",NA,NA,5,0,0,"Male","Male","Unk",""
"Pv18-0762","feces","Sep2024","Pv18-0762","SPS","Commencement Bay","15","Mar","2018",12,10.34,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"Pv18-0763","feces","Sep2024","Pv18-0763","SPS","Commencement Bay","15","Mar","2018",16,13.79,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0764","feces","Sep2024","Pv18-0764","SPS","Commencement Bay","15","Mar","2018",62,53.45,"T","G",NA,17,3,1,"Male","Male","Unk",""
"Pv18-0765","feces","Sep2024","Pv18-0765","SPS","Commencement Bay","15","Mar","2018",54,46.55,"T",NA,NA,11,0,1,"Male","Male","Unk",""
"Pv18-0766","feces","Sep2024","Pv18-0766","SPS","Commencement Bay","15","Mar","2018",5,4.31,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"Pv18-0767","feces","Sep2024","Pv18-0767","SPS","Commencement Bay","15","Mar","2018",62,53.45,"T","G",NA,16,4,2,"Male","Male","Unk",""
"Pv18-0768","feces","Sep2024","Pv18-0768","SPS","Commencement Bay","15","Mar","2018",4,3.45,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0769","feces","Sep2024","Pv18-0769","SPS","Commencement Bay","15","Mar","2018",41,35.34,"T",NA,NA,5,0,1,"Male","Male","Unk",""
"Pv18-0770","feces","Sep2024","Pv18-0770","SPS","Commencement Bay","15","Mar","2018",2,1.72,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0771","feces","Sep2024","Pv18-0771","SPS","Commencement Bay","15","Mar","2018",62,53.45,"T",NA,NA,3,2,1,"Male","Male","Unk",""
"Pv18-0772","feces","Sep2024","Pv18-0772","SPS","Commencement Bay","15","Mar","2018",14,12.07,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"Pv18-0773","feces","Sep2024","Pv18-0773","SPS","Commencement Bay","15","Mar","2018",57,49.14,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"Pv18-0774","feces","Sep2024","Pv18-0774","SPS","Commencement Bay","15","Mar","2018",103,88.79,"T","G","A",187,10,8,"Male","Male","Unk",""
"Pv18-0775","feces","Sep2024","Pv18-0775","SPS","Commencement Bay","15","Mar","2018",26,22.41,"T",NA,NA,7,1,1,"Male","Male","Unk",""
"Pv18-0776","feces","Sep2024","Pv18-0776","SPS","Commencement Bay","15","Mar","2018",39,33.62,"T",NA,NA,5,1,1,"Male","Male","Unk",""
"Pv18-0777","feces","Sep2024","Pv18-0777","SPS","Commencement Bay","15","Mar","2018",42,36.21,NA,"G",NA,1,3,0,"Female","Female","Unk",""
"Pv18-0778","feces","Sep2024","Pv18-0778","SPS","Commencement Bay","15","Mar","2018",9,7.76,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0779","feces","Sep2024","Pv18-0779","SPS","Commencement Bay","15","Mar","2018",27,23.28,"T",NA,NA,5,2,0,"Male","Male","Unk",""
"Pv18-0780","feces","Sep2024","Pv18-0780","SPS","Commencement Bay","15","Mar","2018",58,50,"T",NA,NA,17,0,2,"Male","Male","Unk",""
"Pv18-0781","feces","Sep2024","Pv18-0781","SPS","Commencement Bay","15","Mar","2018",88,75.86,"T","G",NA,38,4,0,"Male","Male","Unk",""
"Pv18-0782","feces","Sep2024","Pv18-0782","SPS","Commencement Bay","15","Mar","2018",13,11.21,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"Pv18-0783","feces","Sep2024","Pv18-0783","SPS","Commencement Bay","15","Mar","2018",67,57.76,"T","G",NA,12,3,0,"Male","Male","Unk",""
"Pv18-0784","feces","Sep2024","Pv18-0784","SPS","Commencement Bay","15","Mar","2018",96,82.76,"T","G",NA,64,7,1,"Male","Male","Unk",""
"Pv18-0785","feces","Sep2024","Pv18-0785","SPS","Commencement Bay","15","Mar","2018",24,20.69,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"Pv18-0786","feces","Sep2024","Pv18-0786","SPS","Commencement Bay","15","Mar","2018",13,11.21,NA,"G",NA,0,3,0,"Female","Female","Unk",""
"Pv18-0787","feces","Sep2024","Pv18-0787","SPS","Commencement Bay","15","Mar","2018",20,17.24,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0788","feces","Sep2024","Pv18-0788","SPS","Commencement Bay","15","Mar","2018",66,56.9,"T","G","A",11,5,3,"Male","Male","Unk",""
"Pv18-0789","feces","Sep2024","Pv18-0789","SPS","Commencement Bay","15","Mar","2018",98,84.48,"T","G","A",125,14,7,"Male","Male","Unk",""
"Pv18-0790","feces","Sep2024","Pv18-0790","SPS","Commencement Bay","15","Mar","2018",84,72.41,"T","G","A",52,6,5,"Male","Male","Unk",""
"Pv18-0791","feces","Sep2024","Pv18-0791","SPS","Commencement Bay","15","Mar","2018",100,86.21,"T","G","A",154,18,11,"Male","Male","Unk",""
"Pv18-0792","feces","Sep2024","Pv18-0792","SPS","Commencement Bay","15","Mar","2018",3,2.59,NA,NA,NA,0,1,1,NA,NA,"Unk",""
"Pv18-0793","feces","Sep2024","Pv18-0793","SPS","Commencement Bay","15","Mar","2018",42,36.21,"T",NA,NA,9,1,1,"Male","Male","Unk",""
"Pv18-0794","feces","Sep2024","Pv18-0794","SPS","Commencement Bay","15","Mar","2018",24,20.69,"T",NA,NA,8,0,0,"Male","Male","Unk",""
"Pv18-0795","feces","Sep2024","Pv18-0795","SPS","Commencement Bay","15","Mar","2018",16,13.79,NA,NA,NA,2,0,1,NA,"Maybe_Male","Unk",""
"Pv18-0796","feces","Sep2024","Pv18-0796","SPS","Commencement Bay","15","Mar","2018",98,84.48,"T","G","A",89,5,6,"Male","Male","Unk",""
"Pv18-0797","feces","Sep2024","Pv18-0797","SPS","Commencement Bay","15","Mar","2018",54,46.55,"T","G",NA,15,3,0,"Male","Male","Unk",""
"Pv18-0798","feces","Sep2024","Pv18-0798","SPS","Commencement Bay","15","Mar","2018",69,59.48,"T",NA,NA,20,0,1,"Male","Male","Unk",""
"Pv18-0799","feces","Sep2024","Pv18-0799","SPS","Commencement Bay","15","Mar","2018",46,39.66,"T",NA,NA,11,0,0,"Male","Male","Unk",""
"Pv18-0800","feces","Sep2024","Pv18-0800","SPS","Commencement Bay","15","Mar","2018",94,81.03,"T","G","A",71,10,6,"Male","Male","Unk",""
"Pv18-0801","feces","Sep2024","Pv18-0801","SPS","Commencement Bay","15","Mar","2018",9,7.76,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0802","feces","Sep2024","Pv18-0802","SPS","Commencement Bay","15","Mar","2018",31,26.72,"T",NA,NA,10,1,0,"Male","Male","Unk",""
"Pv18-0803","feces","Sep2024","Pv18-0803","SPS","Commencement Bay","15","Mar","2018",49,42.24,"T",NA,"A",7,1,5,"Male","Male","Unk",""
"Pv18-0804","feces","Sep2024","Pv18-0804","SPS","Commencement Bay","15","Mar","2018",21,18.1,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"Pv18-0807","feces","Sep2024","Pv18-0807","SPS","Commencement Bay","15","Mar","2018",92,79.31,"T","G","A",58,7,6,"Male","Male","Unk",""
"Pv18-0808","feces","Sep2024","Pv18-0808","SPS","Commencement Bay","15","Mar","2018",55,47.41,"T",NA,NA,21,0,1,"Male","Male","Unk",""
"Pv18-0809","feces","Sep2024","Pv18-0809","SPS","Commencement Bay","15","Mar","2018",11,9.48,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"Pv18-0810","feces","Sep2024","Pv18-0810","SPS","Commencement Bay","15","Mar","2018",26,22.41,"T",NA,NA,4,2,1,"Male","Male","Unk",""
"Pv18-0811","feces","Sep2024","Pv18-0811","SPS","Commencement Bay","15","Mar","2018",38,32.76,"T",NA,NA,13,1,0,"Male","Male","Unk",""
"Pv18-0812","feces","Sep2024","Pv18-0812","SPS","Commencement Bay","15","Mar","2018",6,5.17,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"Pv18-0813","feces","Sep2024","Pv18-0813","SPS","Commencement Bay","15","Mar","2018",15,12.93,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-0814","feces","Sep2024","Pv18-0814","SPS","Commencement Bay","15","Mar","2018",59,50.86,"T",NA,NA,22,2,0,"Male","Male","Unk",""
"Pv18-0995","feces","Sep2024","Pv18-0995","SPS","Commencement Bay","12","Oct","2018",0,0,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"Pv18-668A","feces","Sep2024",NA,NA,NA,NA,NA,NA,14,12.07,NA,NA,NA,1,0,0,NA,NA,NA,NA
"Pv18-805-A","feces","Sep2024",NA,NA,NA,NA,NA,NA,61,52.59,"T",NA,NA,11,2,0,"Male","Male",NA,NA
"Pv18-806-A","feces","Sep2024",NA,NA,NA,NA,NA,NA,4,3.45,NA,NA,NA,1,0,0,NA,NA,NA,NA
"WC013","eDNA","Sep2024","WC013","NPS","Whatcom Creek","Unk","Unk","Unk",29,25,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk","Unk"
"WC014","eDNA","Sep2024","WC014","NPS","Whatcom Creek","Unk","Unk","Unk",27,23.28,"T","G",NA,4,3,0,"Male","Male","Unk","Unk"
"WC016","eDNA","Sep2024","WC016","NPS","Whatcom Creek","Unk","Unk","Unk",23,19.83,"T",NA,NA,8,0,0,"Male","Male","Unk","Unk"
"WC018","eDNA","Sep2024","WC018","NPS","Whatcom Creek","Unk","Unk","Unk",30,25.86,"T",NA,NA,8,0,0,"Male","Male","Unk","Unk"
"WC020","eDNA","Sep2024","WC020","NPS","Whatcom Creek","Unk","Unk","Unk",27,23.28,"T",NA,NA,4,0,0,"Male","Male","Unk","Unk"
"WC021","eDNA","Sep2024","WC021","NPS","Whatcom Creek","Unk","Unk","Unk",25,21.55,NA,NA,NA,1,0,1,NA,NA,"Unk","Unk"
"WC022","eDNA","Sep2024","WC022","NPS","Whatcom Creek","Unk","Unk","Unk",30,25.86,"T","G",NA,4,3,0,"Male","Male","Unk","Unk"
"WWU001","reference","Sep2024","GI11-06 BR605","SPS","Gertrude Island","18","7","2011",113,97.41,NA,"G",NA,2,535,1,"Female","Maybe_Male","Female","A"
"WWU002","reference","Sep2024","CB18-03","SPS","Commencement Bay","14","10","2018",112,96.55,"T","G","A",4983,286,202,"Male","Male","Male","A"
"WWU003","reference","Sep2024","GI13-02","SPS","Gertrude Island","18","2","2013",108,93.1,"T","G","A",2688,249,198,"Male","Male","Male","A"
"WWU004","reference","Sep2024","WDFW2012-062","OuterCoast","Ocean Park","31","5","2012",112,96.55,"T","G","A",3228,313,215,"Male","Male","Male","A"
"WWU005","reference","Sep2024","WDFW2011-025","OuterCoast","Grayland","9","5","2011",112,96.55,"T","G","A",3275,361,325,"Male","Male","Male","A"
"WWU006","reference","Sep2024","WDFW2011-060","OuterCoast","Grayland","23","6","2011",109,93.97,"T","G","A",2865,291,200,"Male","Male","Male","A"
"WWU007","reference","Sep2024","WDFW2011-094","OuterCoast","Westport","4","8","2011",112,96.55,NA,"G",NA,2,254,0,"Female","Maybe_Male","Female","A"
"WWU008","reference","Sep2024","WDFW2018-017","OuterCoast","Ocean Shores","22","2","2018",113,97.41,"T","G",NA,3,850,1,"Male","Male","Female","A"
"WWU009","reference","Sep2024","GI12-39","SPS","Gertrude Island","30","8","2012",111,95.69,"T","G",NA,4,604,0,"Male","Male","Female","A"
"WWU010","reference","Sep2024","WDFW2018-024","SPS","Gig Harbor","13","3","2018",113,97.41,"T","G",NA,3,390,0,"Male","Male","Female","A"
"WWU011","reference","Sep2024","CB18-02","SPS","Commencement Bay","17","8","2018",111,95.69,"T","G",NA,3,957,0,"Male","Male","Female","A"
"WWU013","reference","Sep2024","WDFW2012-057","OuterCoast","Ocean City","21","5","2012",111,95.69,"T","G",NA,5,727,0,"Male","Male","Female","A"
"WWU014","reference","Sep2024","WDFW2012-059","OuterCoast","North Cove","21","5","2012",113,97.41,"T","G",NA,6,464,0,"Male","Male","Male","A"
"WWU015","reference","Sep2024","WDFW2012-137","SPS","Purdy","21","8","2012",109,93.97,"T","G","A",2046,273,233,"Male","Male","Male","A"
"WWU016","reference","Sep2024","WDFW2012-189","OuterCoast","Ocean Shores","15","10","2012",112,96.55,"T","G","A",2548,363,276,"Male","Male","Male","A"
"WWU017","reference","Sep2024","WDFW2013-040","SPS","Seattle","10","6","2013",110,94.83,NA,"G",NA,1,642,0,"Female","Female","Unk","A"
"WWU018","reference","Sep2024","CRC-1260","SPS","Harstine Island","27","6","2013",110,94.83,"T","G",NA,5,501,0,"Male","Male","Female","A"
"WWU019","reference","Sep2024","WDFW2013-058","SPS","Seattle","15","7","2013",108,93.1,"T","G",NA,3,499,0,"Male","Male","Female","A"
"WWU020","reference","Sep2024","WDFW2013-063","NPS","Bangor","25","7","2013",111,95.69,NA,"G",NA,1,431,0,"Female","Female","Female","A"
"WWU021","reference","Sep2024","WDFW2014-063","SPS","Purdy","25","7","2014",111,95.69,"T","G","A",3088,286,273,"Male","Male","Female","A"
"WWU022","reference","Sep2024","WDFW2018-074","OuterCoast","Moclips","10","6","2018",112,96.55,"T","G",NA,3,684,1,"Male","Male","Female","A"
"WWU023","reference","Sep2024","CRC-1673","SPS","Olympia","26","7","2018",110,94.83,"T","G",NA,4,514,0,"Male","Male","Female","A"
"WWU025","reference","Sep2024","WDFW2018-140","SPS","Gig Harbor","2","9","2018",110,94.83,NA,"G",NA,1,545,0,"Female","Female","Female","A"
"WWU026","reference","Sep2024","WDFW2018-201","SPS","Point Defaince","12","11","2018",107,92.24,NA,"G",NA,0,624,0,"Female","Female","Female","A"
"WWU027","reference","Sep2024","WDFW2019-035","SPS","Tacoma","12","5","2019",111,95.69,"T","G","A",2369,285,289,"Male","Male","Male","A"
"WWU028","reference","Sep2024","CRC-1744","HoodCanal","Lilliwaup","21","7","2019",112,96.55,"T","G","A",2154,223,203,"Male","Male","Male","A"
"WWU029","reference","Sep2024","CRC-1775","SPS","Flapjack Point","14","12","2019",111,95.69,NA,"G",NA,2,570,1,"Female","Maybe_Male","Female","A"
"WWU031","reference","Sep2024","WDFW2015-016","OuterCoast","Ocean Shores","19","2","2015",111,95.69,"T","G",NA,4,668,0,"Male","Male","Female","A"
"WWU032","reference","Sep2024","GI15-13","SPS","Gertrude Island","14","7","2015",111,95.69,"T","G","A",3163,283,246,"Male","Male","Male","A"
"WWU033","reference","Sep2024","GI16-05","SPS","Gertrude Island","19","7","2016",113,97.41,"T","G",NA,3,645,2,"Male","Male","Female","A"
"WWU034","reference","Sep2024","WDFW2020-007","SPS","Purdy","4","2","2020",108,93.1,NA,"G",NA,1,912,0,"Female","Female","Female","A"
"WWU035","reference","Sep2024","WDFW2017-010-Mother","NPS","Hansville","27","1","2017",111,95.69,"T","G",NA,3,820,0,"Male","Male","Female","A"
"WWU036","reference","Sep2024","WDFW2017-026","OuterCoast","Ocean Shores","28","4","2017",112,96.55,"T","G",NA,8,572,1,"Male","Male","Female","A"
"WWU037","reference","Sep2024","WDFW2017-078","HoodCanal","Tahuya","17","7","2017",110,94.83,NA,"G","A",2,612,3,"Male","Maybe_Male","Female","A"
"WWU038","reference","Sep2024","WDFW2017-094/ Br118","SPS","Olalla","8","8","2017",111,95.69,NA,"G",NA,1,767,1,"Female","Female","Female","A"
"WWU039","reference","Sep2024","WDFW2017-096","SPS","Steilacoom","9","8","2017",110,94.83,"T","G",NA,3,607,0,"Male","Male","Female","A"
"WWU040","reference","Sep2024","WDFW2017-140","OuterCoast","Westport","11","10","2017",111,95.69,"T","G","A",3600,338,221,"Male","Male","Male","A"
"WWU041","reference","Sep2024","CRC-1642","HoodCanal","Union","3","12","2017",111,95.69,"T","G",NA,6,600,0,"Male","Male","Female","A"
"WWU043","reference","Sep2024","CRC-1797","SPS","Dickenson Point","3","5","2020",110,94.83,"T","G",NA,5,748,0,"Male","Male","Female","A"
"WWU044","reference","Sep2024","WDFW2021-153","SPS","Tacoma","1","9","2021",111,95.69,"T","G","A",2709,347,372,"Male","Male","Male","A"
"WWU045","reference","Sep2024","WDFW2021-193","OuterCoast","Moclips","29","9","2021",111,95.69,"T","G","A",3966,358,374,"Male","Male","Male","A"
"WWU046","reference","Sep2024","WDFW2011-005","SPS","Port Orchard","30","1","2011",110,94.83,"T","G","A",2324,356,284,"Male","Male","Male","A"
"WWU047","reference","Sep2024","WDFW2011-010","NPS","Bainbridge Island","11","2","2011",111,95.69,"T","G","A",2548,304,254,"Male","Male","Male","A"
"WWU048","reference","Sep2024","CRC-1147","SPS","Edgewater Beach","7","3","2011",109,93.97,NA,"G",NA,1,378,0,"Female","Female","Female","A"
"WWU049","reference","Sep2024","WDFW2011-045","OuterCoast","Grayland","13","6","2011",111,95.69,"T","G","A",2426,293,340,"Male","Male","Male","A"
"WWU050","reference","Sep2024","WDFW2011-048","OuterCoast","Ocean Shores","14","6","2011",110,94.83,"T","G",NA,3,687,2,"Male","Male","Female","A"
"WWU051","reference","Sep2024","WDFW2012-066","OuterCoast","Westport","4","6","2012",66,56.9,"T","G",NA,9,3,0,"Male","Male","Female","A"
"WWU052","reference","Sep2024","WDFW2020-165","OuterCoast","Ocean Shores","19","9","2020",110,94.83,"T","G","A",2407,267,287,"Male","Male","Male","A"
"WWU053","reference","Sep2024","WV2020-046","SPS","Vashon Island","21","9","2020",109,93.97,NA,"G",NA,0,487,0,"Female","Female","Female","A"
"WWU054","reference","Sep2024","NC_6_2_23","NTC","","","","",30,25.86,"T",NA,NA,3,0,0,"Male","Male","",""
"WWU055","reference","Sep2024","CRC-1962","SPS","Olympia","24","8","2022",112,96.55,"T","G",NA,4,545,0,"Male","Male","Female","A"
"WWU056","reference","Sep2024","CRC-1122","HoodCanal","Lilliwaup","2","9","2010",113,97.41,"T","G","A",3223,262,233,"Male","Male","Male","A"
"WWU057","reference","Sep2024","WDFW2017-159 WA-17-009978","HoodCanal","Dabob Bay","1","11","2017",112,96.55,"T","G",NA,5,543,0,"Male","Male","Female","A"
"WWU058","reference","Sep2024","WDFW2017-174","OuterCoast","Pacific Beach","18","12","2017",108,93.1,"T","G","A",1843,291,442,"Male","Male","Male","A"
"WWU059","reference","Sep2024","CRC MKH2011-045","OuterCoast","Neah Bay","4","11","2011",110,94.83,"T","G","A",5572,334,288,"Male","Male","Male","A"
"WWU061","reference","Sep2024","WDFW2015-049","NPS","Vashon Island","9","7","2015",110,94.83,"T","G","A",3534,400,405,"Male","Male","Male","LP"
"WWU062","reference","Sep2024","CRC MKH2012-039","OuterCoast","Neah Bay","19","10","2012",109,93.97,"T","G","A",1654,321,269,"Male","Male","Unk","Unk"
"WWU063","reference","Sep2024","GI15-02","SPS","Gertrude Island","24","6","2015",112,96.55,"T","G","A",2517,390,393,"Male","Male","Male","P/C"
"WWU064","reference","Sep2024","GI15-11","SPS","Gertrude Island","13","7","2015",112,96.55,NA,"G",NA,1,614,0,"Female","Female","Female","P/C"
"WWU065","reference","Sep2024","GI15-14","SPS","Gertrude Island","16","7","2015",111,95.69,"T","G",NA,5,539,0,"Male","Male","Female","P/C"
"WWU066","reference","Sep2024","GI15-16","SPS","Gertrude Island","16","7","2015",114,98.28,"T","G",NA,4,699,0,"Male","Male","Female","P/C"
"WWU067","reference","Sep2024","GI15-24","SPS","Gertrude Island","28","7","2015",110,94.83,"T","G","A",2006,329,329,"Male","Male","Male","P/C"
"WWU068","reference","Sep2024","WDFW2015-061","HoodCanal","Belfair","31","7","2015",111,95.69,NA,"G",NA,1,759,0,"Female","Female","Female","P/C"
"WWU069","reference","Sep2024","2021-SJ009","SJC","San Juan Islands","18","6","2021",109,93.97,"T","G","A",1054,36,22,"Male","Male","Male","LP"
"WWU070","reference","Sep2024","2022-SJ013","SJC","Indian Point/Orcas Island","17","6","2022",74,63.79,"T","G",NA,4,18,1,"Male","Male","Female","LP"
"WWU071","reference","Sep2024","2022-SJ018","SJC","Cayou Quay/Orcas Island","6","7","2022",48,41.38,"T","G","A",88,5,4,"Male","Male","Male","Pup"
"WWU073","reference","Sep2024","2022-SJ030","SJC","Yellow Island","4","8","2022",109,93.97,"T","G","A",3013,232,197,"Male","Male","Male","Pup"
"WWU074","reference","Sep2024","2022-SJ029","SJC","Andrews Bay","29","7","2022",110,94.83,"T","G",NA,5,531,0,"Male","Male","Female","Pup"
"WWU075","reference","Sep2024","PV SB 2022-SJ040","SJC","South Beach/San Juan Islands","9","8","2022",105,90.52,"T","G",NA,3,12,1,"Male","Male","Female","SA/Juvenille"
